ds_holidays,holiday,ds,country,code,country_official_name,lower_window,upper_window,prior_scale,source
2021-07-04,Independence Day,2021-07-11,United States,US,United States of America,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-07-05,Independence Day (Observed),2021-07-12,United States,US,United States of America,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-09-06,Labor Day,2021-09-13,United States,US,United States of America,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-10-11,Columbus Day,2021-10-18,United States,US,United States of America,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-11-11,Veterans Day,2021-11-18,United States,US,United States of America,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-11-25,Thanksgiving,2021-12-02,United States,US,United States of America,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-25,Christmas Day,2022-01-01,United States,US,United States of America,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-24,Christmas Day (Observed),2021-12-31,United States,US,United States of America,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-01-24,Vietnamese New Year,2020-01-31,Viet Nam,VN,Socialist Republic of Viet Nam,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-01-25,Vietnamese New Year,2020-02-01,Viet Nam,VN,Socialist Republic of Viet Nam,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-01-26,Vietnamese New Year,2020-02-02,Viet Nam,VN,Socialist Republic of Viet Nam,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-01-27,Vietnamese New Year,2020-02-03,Viet Nam,VN,Socialist Republic of Viet Nam,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-01-28,Vietnamese New Year,2020-02-04,Viet Nam,VN,Socialist Republic of Viet Nam,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-01-29,Vietnamese New Year,2020-02-05,Viet Nam,VN,Socialist Republic of Viet Nam,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-02,Hung Kings Commemorations,2020-04-09,Viet Nam,VN,Socialist Republic of Viet Nam,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-30,Reunification Day,2020-05-07,Viet Nam,VN,Socialist Republic of Viet Nam,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-01,Labor Day/International Workers' Day,2020-05-08,Viet Nam,VN,Socialist Republic of Viet Nam,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-09-02,National Day,2020-09-09,Viet Nam,VN,Socialist Republic of Viet Nam,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-01-01,New Year's Day,2021-01-08,Viet Nam,VN,Socialist Republic of Viet Nam,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-02-11,Vietnamese New Year,2021-02-18,Viet Nam,VN,Socialist Republic of Viet Nam,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-02-12,Vietnamese New Year,2021-02-19,Viet Nam,VN,Socialist Republic of Viet Nam,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-02-13,Vietnamese New Year,2021-02-20,Viet Nam,VN,Socialist Republic of Viet Nam,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-02-14,Vietnamese New Year,2021-02-21,Viet Nam,VN,Socialist Republic of Viet Nam,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-02-15,Vietnamese New Year,2021-02-22,Viet Nam,VN,Socialist Republic of Viet Nam,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-02-16,Vietnamese New Year,2021-02-23,Viet Nam,VN,Socialist Republic of Viet Nam,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-21,Hung Kings Commemorations,2021-04-28,Viet Nam,VN,Socialist Republic of Viet Nam,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-30,Reunification Day,2021-05-07,Viet Nam,VN,Socialist Republic of Viet Nam,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-01,Labor Day/International Workers' Day,2021-05-08,Viet Nam,VN,Socialist Republic of Viet Nam,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-09-02,National Day,2021-09-09,Viet Nam,VN,Socialist Republic of Viet Nam,-3,3,10,https://github.com/dr-prodigy/python-holidays
